,Unnamed: 0,Number,P_Name,Desc,locality,District,Zone,Contact_No,Openig_Time,Popular_for,Category,Latitude,Longitude,img_path,Charge
203,305,306,Hotel Northfield,,"Thamel,Thamel","Kathmandu 1764, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Air Conditioning,Non-Smoking Rooms,Restaurant,Room Service,Bar/Lounge,Laundry Service,Star rating provided by Expedia.3 Star Hotel ",Kathmandu Hotels,27.715562,85.310267,Hotel Northfield.jpg,"NPR†1,768 - NPR†2,763 (Based on Average Rates for a Standard Room) "
204,306,307,Hotel Imperial Kathmandu,"Hotel Imperial Kathmandu, newly emerging luxurious Restaurant and event space in the Heart of Nepal, Kathmandu. We are based out of Battisputali nearby Pashupati Temple, 1.8 KM away from Tribhuwan ...MoreHotel Imperial Kathmandu, newly emerging luxurious Restaurant and event space in the Heart of Nepal, Kathmandu. We are based out of Battisputali nearby Pashupati Temple, 1.8 KM away from Tribhuwan ...MoreInternational Airport, a perfect choice for an accommodation designed for your business, adventure and leisure trip to Nepal. Less","Battisputali Rd,Battisputali RdRam Chandra Marg","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Restaurant,Airport Transportation,Room Service,Bar/Lounge, Wheelchair access , Business Center , Shuttle Bus Service ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu Hotels,27.706649,85.34219,Hotel Imperial Kathmandu.jpg,"NPR†1,768 - NPR†2,763 (Based on Average Rates for a Standard Room) "
205,307,308,Tangalwood Boutique Hotel,,"Gahana Pokhari Marg,Gahana Pokhari MargTangal, Naxal","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Air Conditioning,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Kitchenette,Concierge,Meeting Rooms,Dry Cleaning",Kathmandu Hotels,27.717245,85.331245,Tangalwood Boutique Hotel.jpg,"NPR†6,852 - NPR†9,614 (Based on Average Rates for a Standard Room) "
206,308,309,Red Planet Guest House,"Red Planet Guest House ideally located in peace and tranquial area at the heart of the Thamel. Red Planet Guest House offers decorated standard room with TV/Tele Phone, wall to wall carpets and attached bath ...MoreRed Planet Guest House ideally located in peace and tranquial area at the heart of the Thamel. Red Planet Guest House offers decorated standard room with TV/Tele Phone, wall to wall carpets and attached bath ...Moreto provide high standard comfort and luxury. Some rooms have private balcony. Our rooftop restaurant offer uninterrupted views of Kathmandu valley & Swoyambhu stupa. We server you with Nepali hospitality at friendly atmosphere.In Red Planet Guest House you will find a tem of dedicated people who are highly motivated and committed to high degree of professionalism, homely atmosphere and willingness to assist our guests in all that you could expect from us. We ensure that every guest of ours enjoy the comfort, Nepali hospitality & friendly caring services provided by our well trained staff. Less","Kesharmahal, Thamel,Kesharmahal, Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Restaurant,Room Service,Bar/Lounge,Pets Allowed,Shuttle Bus Service,Breakfast included,Pool,Suites,Fitness center,Kitchenette,Wheelchair access",Kathmandu B&Bs / Inns,27.714593,85.313981,Red Planet Guest House.jpg,"NPR†6,852 - NPR†9,614 (Based on Average Rates for a Standard Room) "
207,309,310,Hotel August Mountain,"Roof-Top Restaurant, set on the eighth floor offers the spectacular view of entire Kathmandu Valley and its surrounding mountains, featuring fairy light, wooden furnishing with casual and cozy ambiance serves ...MoreRoof-Top Restaurant, set on the eighth floor offers the spectacular view of entire Kathmandu Valley and its surrounding mountains, featuring fairy light, wooden furnishing with casual and cozy ambiance serves ...Moreauthentic Multi-Cuisine. Breakfast sets spread in the morning is the best way to start the day, recline in a modern and peaceful space far away from city's chaos with selective Cocktails, Coffee, and Snacks or enjoy a first-class Dinner with attentive and personalized service imbued with Nepali value Hospitality. Hotel located in Kathmandu's popular place, middle of the city, away from city's chaos, next to tourists hub Thamel. 20 minutes' drive from Nepal's one and only international airport, Tribhuvan International Airport. Reasonably best modern budget hotel in Kathmandu Nepal centrally-located in a convenient location for easy access to explore the city's top tourist sites and all popular places. Less","Paknajol Marg,Paknajol MargThamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Air Conditioning,Non-Smoking Hotel,Restaurant,Airport Transportation,Room Service,Family Rooms,Bar/Lounge,Concierge,Business Center,Dry Cleaning,Self-Serve Laundry,Shuttle Bus Service",Kathmandu B&Bs / Inns,27.716878,85.308893,Hotel August Mountain.jpg,"NPR†6,852 - NPR†9,614 (Based on Average Rates for a Standard Room) "
208,310,311,Bodhi Inn & Suite,,"06 Boudha Road,06 Boudha Road","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu Specialty Lodging,27.721346,85.363044,Bodhi Inn & Suite.jpg,"NPR†1,105 - NPR†2,763 (Based on Average Rates for a Standard Room) "
209,311,312,Hotel Down Town,,"Thamel, Satghumti,Thamel, SatghumtiP.O. Box: 14188","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Air Conditioning,Restaurant,Room Service,Laundry Service",Kathmandu Hotels,27.715867,85.309704,Hotel Down Town.jpg,"NPR†1,105 - NPR†2,100 (Based on Average Rates for a Standard Room) "
210,317,318,Sakura Boutique Hotel,,"Bhagawati Bahal, Thamel,Bhagawati Bahal, Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Hostels in Kathmandu,27.716049,85.311667,Sakura Boutique Hotel.jpg,"NPR†1,326 - NPR†3,868 (Based on Average Rates for a Standard Room) "
211,318,319,Kathmandu Peace Home,,"Mhepi Marg Maipi Chowk,Mhepi Marg Maipi Chowk","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Internet,Airport Transportation,Restaurant",Kathmandu B&Bs / Inns,27.723155,85.308024,Kathmandu Peace Home.jpg,"NPR†1,105 - NPR†1,658 (Based on Average Rates for a Standard Room) "
212,319,320,Kasthamandap Traveller's Home,,"Ward #16, House #51, Paknajol Thamel,Ward #16, House #51, Paknajol ThamelPipal Bot Marg","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast Available,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Rooftop Bar,Multilingual Staff,Pets Allowed,Laundry Service,Rooftop Terrace",Kathmandu B&Bs / Inns,27.716581,85.307191,Kasthamandap Traveller's Home.jpg,"NPR†221 - NPR†1,105 (Based on Average Rates for a Standard Room) "
213,324,325,Tranquil Homestay,"Tranquil Homestay is small cozy house located at countryside of Kathmandu Valley featuring home amenities & traveler's facilities near to historic monuments and attractions. Breakfast is included on ...MoreTranquil Homestay is small cozy house located at countryside of Kathmandu Valley featuring home amenities & traveler's facilities near to historic monuments and attractions. Breakfast is included on ...Moreprice along with furnished new supplies, spacious bright accommodation and out-front garden view. One can also enjoy free access of wi-fi, TV lounge, small library case, local and alien meals & drinks, parking area, BBQ facilities including free luggage storage and free safe deposit at Tranquil House. Day hiking to famous attractions and local village sightseeing are best possible during the stay. With proper local transportation access to center of city, this peaceful accommodation has multi access choice to beautiful village, cultural monuments and mountain view-point. Less","Mulpani-9, Mulpani Chaur Road,Mulpani-9, Mulpani Chaur RoadNear Shiksyalaya School and Nepal Engineering College","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Concierge,Laundry Service,Air Conditioning,Pool",Kathmandu B&Bs / Inns,27.71569,85.40574,Tranquil Homestay.jpg,"NPR†1,105 - NPR†2,652 (Based on Average Rates for a Standard Room) "
214,325,326,The Little House in the Ricefields,,"Khokana,KhokanaSanokhokana","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Restaurant,Room Service,Suites,Kitchenette,Breakfast included",Kathmandu B&Bs / Inns,27.641522,85.295733,The Little House in the Ricefields.jpg,"NPR†2,697 - NPR†2,825 (Based on Average Rates for a Standard Room) "
215,327,328,3 Rooms by Pauline,"Located in the courtyards of the UNESCO World Heritage building, Babar Mahal Revisited, 3 Rooms by Pauline is a boutique hotel which offers cosy and comfortable rooms in Kathmandu. Free WiFi access is available in ...MoreLocated in the courtyards of the UNESCO World Heritage building, Babar Mahal Revisited, 3 Rooms by Pauline is a boutique hotel which offers cosy and comfortable rooms in Kathmandu. Free WiFi access is available in ...Morethe rooms. Each room here will provide you with a minibar and a seating area. Featuring a shower, private bathroom also comes with free toiletries. Extras include a desk and a fan. The Apartment room features a bathtub and a separate kitchen with living room. Chez Caroline, one of the three in-house restaurant, serves french delights and will serve your breakfast either in its beautiful courtyard either in your room. You'll also find the nepali restaurant Mulchowk and the indian restaurant Bawarchi. Other facilities offered at the property include laundry facilities. You can also have a private yoga lesson in your room. The hotel is 3.7 km from Patan Durbar Square and 4.4 km from the Pashupatinath Temple. The international Tribhuvan Airport is 6 km away. Less","Babar Mahal Revisited,Babar Mahal RevisitedNearby Annapurna Hospital","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Hot Tub,Non-Smoking Hotel,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Kitchenette,Concierge,Laundry Service",Kathmandu Specialty Lodging,27.694548,85.322641,3 Rooms by Pauline.jpg,"NPR†1,879 - NPR†2,873 (Based on Average Rates for a Standard Room) "
216,330,331,Newar Villa,"Newar Villa property holds 7 rooms with 3 luxury suites and 4 deluxe double rooms with boutique hotel and beautifully designed. Free WI FI, hot and cold water 24 hrs with heating facility and attached ...MoreNewar Villa property holds 7 rooms with 3 luxury suites and 4 deluxe double rooms with boutique hotel and beautifully designed. Free WI FI, hot and cold water 24 hrs with heating facility and attached ...Morebathroom with large space. Less","Mandikhatar,Mandikhatar","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Pets Allowed,Business Center",Kathmandu B&Bs / Inns,27.761291,85.33934,Newar Villa.jpg,"NPR†1,105 - NPR†1,989 (Based on Average Rates for a Standard Room) "
217,331,332,1905 Suites Restaurant,,"Narayanchaur-Naxal,Narayanchaur-Naxal","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu B&Bs / Inns,27.714368,85.324899,1905 Suites Restaurant.jpg,"NPR†7,736 - NPR†16,576 (Based on Average Rates for a Standard Room) "
218,332,333,Laxmi's Bed and Breakfast,,"Budhanilkantha,BudhanilkanthaBandeli, Chapali Bhadrakali-6","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Restaurant,Room Service,Suites,Bar/Lounge,Kitchenette,Self-Serve Laundry,Shuttle Bus Service",Kathmandu B&Bs / Inns,27.773612,85.371569,Laxmi's Bed and Breakfast.jpg,"NPR†4,199 - NPR†4,420 (Based on Average Rates for a Standard Room) "
219,333,334,Hotel Kamalashi Palace,"Kamalashi Palace is a Japanese Tibetan theme boutique hotel in Boudha Kathmandu offering the best in modern amenities. Hotel Kamalashi Palace is just 7-minute walk from world heritage Site Bouthanath Stupa and ...MoreKamalashi Palace is a Japanese Tibetan theme boutique hotel in Boudha Kathmandu offering the best in modern amenities. Hotel Kamalashi Palace is just 7-minute walk from world heritage Site Bouthanath Stupa and ...More10-15-minute drive from the city centre, in close proximity to international airport and other business establishment and within easy access to major tourist attractions. Hotel Kamalashi palace is just 7-minute walk from Lord Gautam Buddha‚Äôs world largest stupas located in Bouthanath with its two eyes always pleasing to peace and respect where as Kamalashi means the beautiful eyes like lotus. With world-class facilities including a VIP lounge and 24-hour open Sky bar at roof-top with 360-degree view and a multi-cuisine restaurant, a wellness spa and a business centre, our guests can relax knowing they have the best facilities available under our roof. Less","Boudha Road,Boudha RoadBoudha, Tinchuli","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Hot Tub,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Concierge,Spa,Meeting Rooms, Laundry Service ",Kathmandu B&Bs / Inns,27.726413,85.36813,Hotel Kamalashi Palace.jpg,"NPR†4,199 - NPR†4,420 (Based on Average Rates for a Standard Room) "
220,334,335,Naikap Village Resort,,"Purano Naikap,Purano Naikap","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Restaurant",Kathmandu Lodges,27.696924,85.26372,Naikap Village Resort.jpg,"NPR†3,426 - NPR†6,631 (Based on Average Rates for a Standard Room) "
221,335,336,Khushi Homestay,,",Town Planning Naya Basti, Raniban Banasathli","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu B&Bs / Inns,27.735509,85.285628,Khushi Homestay.jpg,"NPR†1,105 - NPR†1,437 (Based on Average Rates for a Standard Room) "
222,336,337,Hotel Khumjung,"Pleasant and peaceful hotel, which is just a walking distance from supermarkets and major shopping center (bhatbhateni Supermarket). It is also a walking distance from US Embassy and Bangladesh Embassy. ...MorePleasant and peaceful hotel, which is just a walking distance from supermarkets and major shopping center (bhatbhateni Supermarket). It is also a walking distance from US Embassy and Bangladesh Embassy. ...MoreLess","Narayan Gopal Chowk, Maharajgung-4, Kathmandu Nepal,Narayan Gopal Chowk, Maharajgung-4, Kathmandu Nepal","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Air Conditioning,Pool,Restaurant,Room Service,Bar/Lounge,Concierge, Spa , Dry Cleaning ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,27.738771,85.34036,Hotel Khumjung.jpg,"NPR†1,105 - NPR†1,437 (Based on Average Rates for a Standard Room) "
223,337,338,Api-Saipal Homestay,,"Golfutar, Hepali Height,Golfutar, Hepali Height","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu B&Bs / Inns,27.751589,85.343969,Api-Saipal Homestay.jpg,"NPR†1,547 - NPR†2,210 (Based on Average Rates for a Standard Room) "
224,338,339,Typical Nepali Homestay,,",","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Star rating provided by Expedia.2 Star Hotel ",Kathmandu B&Bs / Inns,28.394857,84.124008,Typical Nepali Homestay.jpg,"NPR†1,216 - NPR†3,094 (Based on Average Rates for a Standard Room) "
225,339,340,Kathmandu Village House,,"Thamel Marg, 29, Ga-giti Marg,Thamel Marg, 29, Ga-giti Marg","Kathmandu 00977, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Hostels in Kathmandu,27.71689,85.312554,Kathmandu Village House.jpg,"NPR†1,437 - NPR†2,431 (Based on Average Rates for a Standard Room) "
226,340,341,Casa Mia Hotel,,"Siddharta Colony Road,Siddharta Colony RoadBudhanilkantha","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Concierge,Laundry Service",Kathmandu Lodges,27.77634,85.3566,Casa Mia Hotel.jpg,"NPR†2,825 - NPR†5,008 (Based on Average Rates for a Standard Room) "
227,341,342,Pema guest house,,"No 210 Boudha Phoolbari Marg. House,No 210 Boudha Phoolbari Marg. House","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu B&Bs / Inns,27.722319,85.364912,Pema guest house.jpg,"NPR†1,216 - NPR†1,326 (Based on Average Rates for a Standard Room) "
228,342,343,Mount Annapurna Guest House,,"Thamel, Jyatha,Thamel, Jyatha","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Airport Transportation",Kathmandu B&Bs / Inns,27.711565,85.311836,Mount Annapurna Guest House.jpg,"NPR†1,216 - NPR†1,658 (Based on Average Rates for a Standard Room) "
229,343,344,Kathmandu Homestay,,"Echangunarayan-9,Echangunarayan-9Radha Krishna Temple, Manakamana Marg","Kathmandu 9572, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Non-Smoking Hotel,Restaurant,Room Service,Laundry Service, Shuttle Bus Service ,3 Star Hotel ",Kathmandu B&Bs / Inns,27.717245,85.32396,Kathmandu Homestay.jpg,"NPR†1,989 - NPR†2,652 (Based on Average Rates for a Standard Room) "
230,344,345,Bishwonath Hotel,"Hotel Bishwonath is a concept developed from historical symbol ie. Lord Shiva. Located in a prime area of Kathmandu City named Thamel, the famous tourist spot in Nepal. Hotel Bishwonath carries out ...MoreHotel Bishwonath is a concept developed from historical symbol ie. Lord Shiva. Located in a prime area of Kathmandu City named Thamel, the famous tourist spot in Nepal. Hotel Bishwonath carries out ...Morestrength of novelty and excellence in its services. We will be glad to serve you with quality and dedication; making your stay in Nepal one of your best yet. Less","Tridevi Marga,Tridevi MargaThamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Restaurant,Airport Transportation,Room Service,Bar/Lounge",Kathmandu Specialty Lodging,27.71431,85.312997,Bishwonath Hotel.jpg,"NPR†1,989 - NPR†2,652 (Based on Average Rates for a Standard Room) "
231,345,346,Satori Homestay,,"Dathu Sadak,Dathu SadakNayabazaar","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu B&Bs / Inns,27.718883,85.305184,Satori Homestay.jpg,"NPR†1,658 - NPR†2,210 (Based on Average Rates for a Standard Room) "
232,346,347,Allied Hotel,,"29 Mitranagar,29 MitranagarNew Buspark","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service, Family Rooms , Bar/Lounge , Business Center , Laundry Service ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,27.733055,85.309898,Allied Hotel.jpg,"NPR†1,547 - NPR†3,426 (Based on Average Rates for a Standard Room) "
233,347,348,Boudha Inn and Meditation Center,"A comfortable, cozy and economical inn with a built-in meditation/yoga/reiki center. We welcome you to experience the peace at Boudhanath Stupa in Kathmandu! ...MoreA comfortable, cozy and economical inn with a built-in meditation/yoga/reiki center. We welcome you to experience the peace at Boudhanath Stupa in Kathmandu! ...MoreLess","West Circle of Stupa,West Circle of StupaBoudha-6","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu Specialty Lodging,27.726579,85.363583,Boudha Inn and Meditation Center.jpg,"NPR†1,547 - NPR†3,426 (Based on Average Rates for a Standard Room) "
234,348,349,Royal Astoria Hotel,"Royal Astoria Hotel is located in the most quiet and pollution free upscale residential area of Hattigaunda, Kathmandu (Way to Budanilkantha). Only 15 minutes drive from the international airport. One can ...MoreRoyal Astoria Hotel is located in the most quiet and pollution free upscale residential area of Hattigaunda, Kathmandu (Way to Budanilkantha). Only 15 minutes drive from the international airport. One can ...Moreeasily access to all tourist attractions from the hotel than the daily congested city center. Budanilkantha, Boudanath, Kopan Monastery, Pashupatinath and Swoyambhunath are in easy reach. Only 10 minutes taxi ride to Thamel and one and half km. from Australian , American, Pakistan & Bangladesh Embassy. Easy access to all tourist attractions. Astoria has 35 tastefully decorated Superior & Deluxe rooms all featuring private bathroom, LED Flat Screen TV, IDD telephone, Wi-Fi access and writing desk makes your business simpler, you can mix your own drinks from our well stocked mini bar. Air-conditioning can be set to your preferred level. Pure air, well lighted , clean & comfortable rooms, twin or double bedroom studios equipped with aircondition, refrigerator & kitchenette. Less","Bansbari, Hattigaunda,Bansbari, HattigaundaOpposite of CG HIlls Housing, Near Hattigaunda Commercial Complex","Kathmandu 981, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Kitchenette,Multilingual Staff,Pets Allowed,Wheelchair access, Business Center , Dry Cleaning , Self-Serve Laundry , Shuttle Bus Service ",Kathmandu Hotels,27.755818,85.346706,Royal Astoria Hotel.jpg,"NPR†1,547 - NPR†3,426 (Based on Average Rates for a Standard Room) "
235,349,350,Lost Garden Apartment & Guest House,,",","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Star rating provided by Expedia.2 Star Hotel ",Kathmandu Lodges,27.726355,85.32205,Lost Garden Apartment & Guest House.jpg,"NPR†1,437 - NPR†2,210 (Based on Average Rates for a Standard Room) "
236,350,351,Buddha Garden Hotel,"Buddha Garden Hotel features a rooftop garden and bar, as well as free Wi-Fi. Fresh Nepali coffee or cocktails can be enjoyed there, accompanied with views of the mountains and gardens. It is a 5-minute walk ...MoreBuddha Garden Hotel features a rooftop garden and bar, as well as free Wi-Fi. Fresh Nepali coffee or cocktails can be enjoyed there, accompanied with views of the mountains and gardens. It is a 5-minute walk ...Morefrom Kantipath Bus Station and the Garden of Dreams. Simply furnished, air-conditioned rooms have satellite TV and a sitting area. Private bathrooms have a hot water supply. Buddha Garden is just a 10-minute walk from Narayanhiti Palace and Kathmandu Durbar Square. It is a 15-minute walk from Thamel shopping area and a 30-minute drive from Kathmandu Airport. Area and airport shuttle services are provided for an extra fee. The hotel's garden has a Meditation Buddha Statue under the Tree of Wisdom. Guests can arrange day trips at the tour desk, or head to the 24-hour front desk for bike rentals and a laundry service. The on-site restaurant serves Indian, Continental, Chinese and Nepali dishes. It also has 24-hour room service. Less","Jyatha, Thamel,Jyatha, ThamelAmrit Marg","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Bar/Lounge,Pets Allowed,Wheelchair access,Rooftop Terrace,Shuttle Bus Service,Breakfast included,Pool",Kathmandu Hotels,27.711727,85.312982,Buddha Garden Hotel.jpg,"NPR†1,437 - NPR†2,210 (Based on Average Rates for a Standard Room) "
237,351,352,Le Rhododendron Chambres d'Hotes,"This Guest House is located at peace area,we are 5 minute from tourit Junction Thamel. We belive in quelity not in quentity. We will make memorable your stay in Nepal. ...MoreThis Guest House is located at peace area,we are 5 minute from tourit Junction Thamel. We belive in quelity not in quentity. We will make memorable your stay in Nepal. ...MoreLess","Naya Bazaar 640 Avenue Rue de Shahida Gangalal,Naya Bazaar 640 Avenue Rue de Shahida GangalalNirmal lama marg Mhepy","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Restaurant,Airport Transportation,Room Service,Kitchenette,Shuttle Bus Service,Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,27.723044,85.30798,Le Rhododendron Chambres d'Hotes.jpg,"NPR†1,437 - NPR†2,210 (Based on Average Rates for a Standard Room) "
238,352,353,OYO 11459 Osho Holiday Inn,,"Amrit Marg, Thamel,Amrit Marg, Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Non-Smoking Rooms,Airport Transportation,Room Service,Concierge,Laundry Service,Babysitting,Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,27.714686,85.312391,OYO 11459 Osho Holiday Inn.jpg,"NPR†1,326 - NPR†2,763 (Based on Average Rates for a Standard Room) "
239,353,354,Hotel Everest Mount Holiday,"Everest Mount Holiday is one of the finest budget hotels in the beautiful city of Kathmandu. It is situated in Thamel which is the most convenient and most fun place from which to explore the city. We take ...MoreEverest Mount Holiday is one of the finest budget hotels in the beautiful city of Kathmandu. It is situated in Thamel which is the most convenient and most fun place from which to explore the city. We take ...Morecare of everything from picking you up at the airport to organizing all of your sightseeing and adventurous plans. Our professional and friendly staff will take care of everything, even the smallest details with all our pleasure. Less","Chettrapati,ChettrapatiThamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Air Conditioning,Restaurant,Room Service,Concierge,Laundry Service,Rooftop Terrace",Kathmandu Hotels,27.711727,85.309345,Hotel Everest Mount Holiday.jpg,"NPR†1,326 - NPR†2,763 (Based on Average Rates for a Standard Room) "
240,354,355,Hotel Aagaman,"Welcome to Hotel Aagaman, a new and innovative enterprise with all modern facilities and services. Our affordable hotel in, Thamel is a tourist standard boutique hotel. We provide our guests with a number of ...MoreWelcome to Hotel Aagaman, a new and innovative enterprise with all modern facilities and services. Our affordable hotel in, Thamel is a tourist standard boutique hotel. We provide our guests with a number of ...Morefacilities to ensure that their stay in the hotel is enjoyable and comfortable. We will help you to explore Nepal by recommending the best sight-seeing spots and attractions in the vicinity. Less","Nursing Chowk, Thamel,Nursing Chowk, Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Restaurant,Room Service,Family Rooms,Pets Allowed,Air Conditioning,Pool,Non-Smoking Hotel,Fitness center,Kitchenette",Kathmandu B&Bs / Inns,27.714211,85.310442,Hotel Aagaman.jpg,"NPR†1,326 - NPR†2,763 (Based on Average Rates for a Standard Room) "
241,355,356,Hotel Wanderlust,"Hotel Wanderlust offers comfortable rooms with attached bathroom (with hot/cold water) and WiFi. The hotel is on a 2 minutes walk from Durbar square and 15 minutes walk from Thamel. Nearby you will find ...MoreHotel Wanderlust offers comfortable rooms with attached bathroom (with hot/cold water) and WiFi. The hotel is on a 2 minutes walk from Durbar square and 15 minutes walk from Thamel. Nearby you will find ...Moreeverything you need for a pleasant stay in Nepal: shops, cafes, restaurants and welcoming people. If you choose to stay here you are guaranteed of an unforgettable time with weekly jam sessions! Less","Freak Street,Freak StreetJhochhen","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Smoking rooms available,Restaurant,Airport Transportation",Kathmandu Lodges,27.702516,85.30657,Hotel Wanderlust.jpg,"NPR†1,326 - NPR†2,763 (Based on Average Rates for a Standard Room) "
242,356,357,Hotel Dali Nepal,,"Thamel Marg 1,Thamel Marg 1","Kathmandu 97701, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu B&Bs / Inns,27.71079,85.31115,Hotel Dali Nepal.jpg,"NPR†1,105 - NPR†1,326 (Based on Average Rates for a Standard Room) "
243,357,358,Hotel Norbu Sangpo,,"6 Phulbari Bouddha,6 Phulbari Bouddha","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Restaurant,Room Service,Kitchenette,Dry Cleaning",Kathmandu B&Bs / Inns,27.724772,85.364075,Hotel Norbu Sangpo.jpg,"NPR†2,210 - NPR†3,536 (Based on Average Rates for a Standard Room) "
244,358,359,Hotel Taishan Private Limited,,"Amrit Marg, Jyatha,Amrit Marg, Jyatha","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Hotels in Kathmandu,27.710732,85.312383,Hotel Taishan Private Limited.jpg,"NPR†3,094 - NPR†3,757 (Based on Average Rates for a Standard Room) "
